timestamp,image,aec_level,agc_gain,amb,r,g,b,temp,pressure,humidity,gas,co2,accel,gyro,quat,AeLocked,SensorTemperature,SensorBlackLevels,AnalogueGain,ColourCorrectionMatrix,FocusFoM,ColourTemperature,ColourGains,AfPauseState,SensorTimestamp,Lux,ScalerCrop,LensPosition,FrameDuration,ExposureTime,AfState,DigitalGain,captureTimestamp,image_format,ev
20250111171601,00_20250111171608.jpg,,,3179,737,1335,1489,34.64999771118164,1007.4089965820312,60,24999,530,"(-663.0, -92.0, 4062.0)","(0.0, -16.0, -1.0)","(-0.013854945078492165, 0.07855204492807388, 0.05694565549492836, 0.9951756596565247)",True,62.0,"(4096, 4096, 4096, 4096)",1.1228070259094238,"(1.5152218341827393, -0.3493648171424866, -0.1658504605293274, -0.23892855644226074, 1.637336254119873, -0.39840421080589294, -0.014815201051533222, -0.4829190969467163, 1.4977408647537231)",1116,6493,"(2.6158549785614014, 1.611950159072876)",0,4020559568000,24588.037109375,"(684, 0, 3240, 2592)",1.0,17849,133,0,1.0488032102584839,20250111171608,"{'format': 'BGR888', 'size': (1280, 1024), 'preserve_ar': True, 'stride': 3840, 'framesize': 3932160}",-2.0
20250111171601,00_20250111171610.jpg,,,3179,737,1335,1489,34.64999771118164,1007.4089965820312,60,24999,530,"(-663.0, -92.0, 4062.0)","(0.0, -16.0, -1.0)","(-0.013854945078492165, 0.07855204492807388, 0.05694565549492836, 0.9951756596565247)",True,61.0,"(4096, 4096, 4096, 4096)",1.1228070259094238,"(1.5153206586837769, -0.349499374628067, -0.16581469774246216, -0.23899008333683014, 1.6372569799423218, -0.3982633948326111, -0.01484184805303812, -0.4827757179737091, 1.4976240396499634)",1618,6492,"(2.5758984088897705, 1.598849892616272)",0,4021922085000,24409.7578125,"(684, 0, 3240, 2592)",1.0,17849,213,0,1.120774507522583,20250111171610,"{'format': 'BGR888', 'size': (1280, 1024), 'preserve_ar': True, 'stride': 3840, 'framesize': 3932160}",-1.0
20250111171601,00_20250111171611.jpg,,,3179,737,1335,1489,34.64999771118164,1007.4089965820312,60,24999,530,"(-663.0, -92.0, 4062.0)","(0.0, -16.0, -1.0)","(-0.013854945078492165, 0.07855204492807388, 0.05694565549492836, 0.9951756596565247)",True,61.0,"(4096, 4096, 4096, 4096)",1.1228070259094238,"(1.515190601348877, -0.34932228922843933, -0.16586177051067352, -0.23890911042690277, 1.6373612880706787, -0.39844873547554016, -0.01480677630752325, -0.482964426279068, 1.4977777004241943)",3365,6493,"(2.5951175689697266, 1.6050257682800293)",0,4023232746000,24321.333984375,"(684, 0, 3240, 2592)",1.0,17849,480,0,1.0050958395004272,20250111171611,"{'format': 'BGR888', 'size': (1280, 1024), 'preserve_ar': True, 'stride': 3840, 'framesize': 3932160}",0.0
20250111171601,00_20250111171612.jpg,,,3179,737,1335,1489,34.64999771118164,1007.4089965820312,60,24999,530,"(-663.0, -92.0, 4062.0)","(0.0, -16.0, -1.0)","(-0.013854945078492165, 0.07855204492807388, 0.05694565549492836, 0.9951756596565247)",True,61.0,"(4096, 4096, 4096, 4096)",1.1228070259094238,"(1.5153226852416992, -0.3495022654533386, -0.16581392288208008, -0.2389913946390152, 1.6372551918029785, -0.3982603847980499, -0.014842419885098934, -0.4827726483345032, 1.4976215362548828)",6431,6492,"(2.6323297023773193, 1.6175384521484375)",0,4024572650000,24353.70703125,"(684, 0, 3240, 2592)",1.0,17849,961,0,1.0025922060012817,20250111171612,"{'format': 'BGR888', 'size': (1280, 1024), 'preserve_ar': True, 'stride': 3840, 'framesize': 3932160}",1.0
20250111171601,00_20250111171614.jpg,,,3179,737,1335,1489,34.64999771118164,1007.4089965820312,60,24999,530,"(-663.0, -92.0, 4062.0)","(0.0, -16.0, -1.0)","(-0.013854945078492165, 0.07855204492807388, 0.05694565549492836, 0.9951756596565247)",True,60.0,"(4096, 4096, 4096, 4096)",1.1228070259094238,"(1.5164681673049927, -0.3510623276233673, -0.16539926826953888, -0.2397046834230423, 1.636335849761963, -0.396627813577652, -0.015151390805840492, -0.4811100959777832, 1.4962681531906128)",12739,6479,"(2.6581668853759766, 1.628089427947998)",0,4025934616000,19309.357421875,"(684, 0, 3240, 2592)",1.0,17849,2137,0,1.0091503858566284,20250111171614,"{'format': 'BGR888', 'size': (1280, 1024), 'preserve_ar': True, 'stride': 3840, 'framesize': 3932160}",2.0
20250111174612,00_20250111174616.jpg,,,1959,437,828,947,34.5099983215332,1007.3387451171875,60,25859,525,"(-647.0, -114.0, 4037.0)","(-1.0, 10.0, 0.0)","(-0.013671839609742165, 0.07830790430307388, 0.05578599125146866, 0.9952366948127747)",True,62.0,"(4096, 4096, 4096, 4096)",1.1228070259094238,"(1.5152950286865234, -0.349464476108551, -0.16582396626472473, -0.23897412419319153, 1.6372774839401245, -0.3982999324798584, -0.014834937639534473, -0.48281291127204895, 1.4976543188095093)",1804,6492,"(2.7203705310821533, 1.6459063291549683)",0,5827745526000,13717.5146484375,"(684, 0, 3240, 2592)",1.0,17849,374,0,1.0464861392974854,20250111174616,"{'format': 'BGR888', 'size': (1280, 1024), 'preserve_ar': True, 'stride': 3840, 'framesize': 3932160}",-2.0
20250111174612,00_20250111174617.jpg,,,1959,437,828,947,34.5099983215332,1007.3387451171875,60,25859,525,"(-647.0, -114.0, 4037.0)","(-1.0, 10.0, 0.0)","(-0.013671839609742165, 0.07830790430307388, 0.05578599125146866, 0.9952366948127747)",True,62.0,"(4096, 4096, 4096, 4096)",1.1228070259094238,"(1.515475869178772, -0.3497108817100525, -0.16575847566127777, -0.23908677697181702, 1.6371322870254517, -0.39804208278656006, -0.014883735217154026, -0.48255032300949097, 1.4974405765533447)",1878,6490,"(2.648167371749878, 1.6228232383728027)",0,5829045777000,13498.4111328125,"(684, 0, 3240, 2592)",1.0,17849,400,0,1.004661202430725,20250111174617,"{'format': 'BGR888', 'size': (1280, 1024), 'preserve_ar': True, 'stride': 3840, 'framesize': 3932160}",-1.0
20250111174612,00_20250111174618.jpg,,,1959,437,828,947,34.5099983215332,1007.3387451171875,60,25859,525,"(-647.0, -114.0, 4037.0)","(-1.0, 10.0, 0.0)","(-0.013671839609742165, 0.07830790430307388, 0.05578599125146866, 0.9952366948127747)",True,61.0,"(4096, 4096, 4096, 4096)",1.1228070259094238,"(1.5153881311416626, -0.3495914041996002, -0.16579023003578186, -0.23903216421604156, 1.6372027397155762, -0.39816707372665405, -0.014860077761113644, -0.4826776385307312, 1.497544288635254)",3497,6491,"(2.641765832901001, 1.6206722259521484)",0,5830350950000,13268.927734375,"(684, 0, 3240, 2592)",1.0,17849,801,0,1.0239218473434448,20250111174618,"{'format': 'BGR888', 'size': (1280, 1024), 'preserve_ar': True, 'stride': 3840, 'framesize': 3932160}",0.0
20250111174612,00_20250111174620.jpg,,,1959,437,828,947,34.5099983215332,1007.3387451171875,60,25859,525,"(-647.0, -114.0, 4037.0)","(-1.0, 10.0, 0.0)","(-0.013671839609742165, 0.07830790430307388, 0.05578599125146866, 0.9952366948127747)",True,61.0,"(4096, 4096, 4096, 4096)",1.1228070259094238,"(1.5149565935134888, -0.3490035831928253, -0.16594646871089935, -0.23876340687274933, 1.6375491619110107, -0.39878222346305847, -0.014743659645318985, -0.48330405354499817, 1.4980542659759521)",6953,6496,"(2.6688382625579834, 1.6287428140640259)",0,5831721399000,13047.6181640625,"(684, 0, 3240, 2592)",1.0,17849,1630,0,1.0179427862167358,20250111174620,"{'format': 'BGR888', 'size': (1280, 1024), 'preserve_ar': True, 'stride': 3840, 'framesize': 3932160}",1.0
20250111174612,00_20250111174621.jpg,,,1959,437,828,947,34.5099983215332,1007.3387451171875,60,25859,525,"(-647.0, -114.0, 4037.0)","(-1.0, 10.0, 0.0)","(-0.013671839609742165, 0.07830790430307388, 0.05578599125146866, 0.9952366948127747)",True,60.0,"(4096, 4096, 4096, 4096)",1.1228070259094238,"(1.515272855758667, -0.3494342863559723, -0.16583199799060822, -0.23896032571792603, 1.6372953653335571, -0.39833152294158936, -0.014828957617282867, -0.4828450679779053, 1.4976805448532104)",12467,6492,"(2.7005677223205566, 1.6395353078842163)",0,5833087404000,9723.3447265625,"(684, 0, 3240, 2592)",1.0,17849,4008,0,1.0005865097045898,20250111174621,"{'format': 'BGR888', 'size': (1280, 1024), 'preserve_ar': True, 'stride': 3840, 'framesize': 3932160}",2.0
20250111181615,00_20250111181623.jpg,,,1625,391,674,761,,,,,,,,,True,62.0,"(4096, 4096, 4096, 4096)",1.1228070259094238,"(1.5156110525131226, -0.34989485144615173, -0.16570958495140076, -0.2391708940267563, 1.63702392578125, -0.39784952998161316, -0.014920175075531006, -0.4823542535305023, 1.4972809553146362)",1799,6489,"(2.6955790519714355, 1.6386284828186035)",0,7634872949000,10817.865234375,"(684, 0, 3240, 2592)",1.0,17849,507,0,1.0111156702041626,20250111181623,"{'format': 'BGR888', 'size': (1280, 1024), 'preserve_ar': True, 'stride': 3840, 'framesize': 3932160}",-2.0
20250111181615,00_20250111181624.jpg,,,1625,391,674,761,,,,,,,,,True,62.0,"(4096, 4096, 4096, 4096)",1.1228070259094238,"(1.5153131484985352, -0.34948915243148804, -0.16581740975379944, -0.23898540437221527, 1.6372629404067993, -0.39827412366867065, -0.014839822426438332, -0.482786625623703, 1.4976329803466797)",1794,6492,"(2.635965585708618, 1.6186550855636597)",0,7636216682000,10840.9111328125,"(684, 0, 3240, 2592)",1.0,17849,507,0,1.0452301502227783,20250111181624,"{'format': 'BGR888', 'size': (1280, 1024), 'preserve_ar': True, 'stride': 3840, 'framesize': 3932160}",-1.0
20250111181615,00_20250111181625.jpg,,,1625,391,674,761,,,,,,,,,True,61.0,"(4096, 4096, 4096, 4096)",1.1228070259094238,"(1.5150989294052124, -0.34919750690460205, -0.16589492559432983, -0.23885206878185272, 1.6374348402023315, -0.39857926964759827, -0.014782067388296127, -0.4830974042415619, 1.4978859424591064)",3458,6494,"(2.637160301208496, 1.6187368631362915)",0,7637573225000,10857.359375,"(684, 0, 3240, 2592)",1.0,17849,1042,0,1.0245907306671143,20250111181625,"{'format': 'BGR888', 'size': (1280, 1024), 'preserve_ar': True, 'stride': 3840, 'framesize': 3932160}",0.0
20250111181615,00_20250111181627.jpg,,,1625,391,674,761,,,,,,,,,True,61.0,"(4096, 4096, 4096, 4096)",1.1228070259094238,"(1.5153485536575317, -0.34953737258911133, -0.16580459475517273, -0.23900745809078217, 1.6372345685958862, -0.3982236385345459, -0.014849375933408737, -0.48273521661758423, 1.4975911378860474)",6792,6491,"(2.657517194747925, 1.625840663909912)",0,7638875115000,10892.1572265625,"(684, 0, 3240, 2592)",1.0,17849,2110,0,1.0085309743881226,20250111181627,"{'format': 'BGR888', 'size': (1280, 1024), 'preserve_ar': True, 'stride': 3840, 'framesize': 3932160}",1.0
